title,저자,발행기관,발행연도,핵심어
공공영역의 유니버설디자인 평가 현황 및 개선 방향에 관한 연구                      = A Study on the Current Status and Improvement Direction of Universal Design Evaluation in Public Sector,설영동,한국공간디자인학회,2020,"['Public design', 'Universal design', 'Design evaluation', 'Evaluation', 'Evaluation system', '공공디자인', '유니버설디자인', '디자인평가', '평가', '평가체계']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요교통뉴스,김동준,한국교통연구원(KOTI),2020,
무장애관광자원의 확대 방안에 관한 연구 -제주도 거문오름을 사례로-                      = A Study on Expanding Barrier-Free Tourism Resources - A Case Study on Jeju Geomunoreum -,이세윤 ( Lee Sea Yoon ),한국사진지리학회,2020,"['무장애관광', '제주 거문오름', '제주도', '세계자연유산', 'Barrier-free tourism', 'Jeju Geomunoreum', 'Jeju Island', 'World Natural Heritage']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요교통뉴스,김동준,한국교통연구원(KOTI),2020,
IoT 및 위치 정보를 활용한 버스 알리미 설계 및 구현                      = Design and Implementation of Bus notification using IoT and location information,이예은 ( Yeeun Lee ),한국정보처리학회,2020,
교통약자 이동권 관리를 위한 특별교통수단 분산배치 효과에 관한 연구 - 남양주시 사례를 중심으로 -                      = Effectiveness of decentralized management of special transportation systems for the elderly and disabled - A case study of Namyangju city,박지원,한국도로학회(Korean Society of Road Engineers),2020,"['special transportation system', 'elderly and disabled', 'de-centralized management', 'paratransit transportation', 'disability transportation', 'transportation service for handicapped', 'disabled accessibility', 'wheelchair transportation service']"
제주 스마트 교통 안전도시 평가지표 구축 방안 연구                      = A Study on the Establishment of Evaluation Indicators for Smart Traffic Safety City in Jeju Island,고기봉,한국지방행정학회,2020,"['Quality of Life', 'Information and Communications Technology', 'Smart Traffic', 'Smart Safe City', '삶의 질', '정보통신기술', '스마트 교통', '스마트 안전 도시']"
장애인 자동차 취득세 감면 개선방안,임상빈,한국지방세연구원,2020,"['지방세', '지방세특례제한법', '장애인', '차량취득', '보철용', '세대분리']"
교통약자 통행데이터를 활용한 교통약자 맞춤형 대중교통 경로탐색알고리즘 개발,나예진,대한교통학회,2020,
빅데이터 공통기반 ‘혜안’을 활용한 소셜분석: 대전 ‘트램’을 중심으로,임연희(Yeon-Hee Lim),충남대학교 사회과학연구소(Institute for Social Sciences Chungnam National University),2020,"['빅데이터', '소셜분석', '정책결정', '갈등관리', '트램', 'Big Data', 'Social Analysis', 'Policy-Making', 'Conflict Management', 'Tram']"
이용자의 공간인지를 고려한 지하철역사 재난대응시설에 관한 연구                      = A Study on the Disaster Response Facility of Subway Station Considering the User's Space,김명화 ( Kim Myeonghwa ),한국공간디자인학회,2020,"['Subway Station', 'Disaster Response Facilities', 'Safety Environment', 'Universal Design', 'User-centered', '지하철역사', '재난대응시설', '안전환경', '유니버설디자인', '이용자중심']"
스쿨존 · 실버존에서의 차량 감속 유도에 영향을 끼치는 요인 분석 : 제주특별자치도 C-ITS 데이터를 활용하여,"백정한(BAEK, Junghan)",대한교통학회,2020,"['binominal logistics model', 'C-ITS', 'driver compliance rate', 'school zone', 'silver zone', '이항 로지스틱 모형', '운전자 순응도', '스쿨존', '실버존']"
노인보호구역 보행자녹색시간 산정을 위한 보행속도 기준 개선,한음,한국ITS학회,2020,"['고령보행자', '보행자사고', '보행속도', '횡단보도', 'Eldery pedestrian', 'Pedestrian accident', 'Walking speed', 'Cross-walk']"
교통장애인의 교통위험과 이동권 확보에 관한 정책사례분석                      = Analysis of Policy Cases on Traffic Risks and Securing the Right to Travel for the Disabled,김광주,대구과학대학교 국방안보연구소,2020,"['교통장애인', '교통위험', '교통안전정책', '장애인 이동권', '광역이동지원센터', 'Traffic disabled', 'Traffic risk', 'Traffic safety policy', 'Disabled mobility ticket', 'Regional movement support center']"
보행환경 요인에 대한 중요도 인식 AHP 분석을 통한교통약자 보행친화지수 개발-휠체어 사용자를 중심으로-                      = Developing walkability index for the transportation vulnerable through the AHP analysis of environmental factors -Focusing on wheelchair users-,고규희,한국문화공간건축학회,2020,"['Walking environment', 'Wheelchair user', 'The transportation poor', 'Walkability index', 'AHP', '보행환경', '휠체어 사용자', '교통약자', '보행친화지수', 'AHP']"
윤축모델을 이용한 독립회전 방식 철도차량의 주행성능 개선을 위한 토크제어 성능검증                      = Performance Verification of Torque Control to Improve Running Performance of Independently Rotating Wheel Type Railway Vehicle by Wheelset Model,조연호,한국철도학회,2020,"['독립회전 차륜(IRWs: Independently rotating wheels)', '개별토크제어', '저상트램', '동특성해석', 'IRWs(Independently rotating wheels)', 'Individual torque control', 'Low floor TRAM', 'Dynamic simulation', 'Matlab']"
교통약자의 이동권 및 교통편의 증진을 위한 법 개정에 관한 연구,"노호창(Roh, Ho-chang)",한국법학회,2020,"['이동권', '장애인', '교통약자', '교통편의', '권리구제', 'right to move', 'persons with disabilities', 'mobility disadvantaged persons', 'convenience of movement', 'remedy for rights']"
공원 테러안전을 위한 CPTED 적용방안 - 광역자치단체 공원을 중심으로 -                      = Study on CPTED Application Method for Park terrorism Safety - with a focus on regional parks -,이도선,한국테러학회,2020,"['테러', '테러예방', '환경개선', '범죄예방', 'CPTED', 'Terrorism', 'Terrorism prevention', 'Environmental improvement', 'Crime prevention', 'CPTED']"
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요교통뉴스,김동준,한국교통연구원(KOTI),2019,
교통약자 모빌리티 향상을 위한 저상버스 배차기술 개발,"민재홍(MIN, Jaehong)",대한교통학회,2019,
이동권 약자를 위한 휠체어 탑승 가능한 고속 및 시외버스 국산화 연구개발,"하성용(HA, Sungyong)",대한교통학회,2019,
전동보장구 사용 장애인을 위한 최적화된 경로 안내 시스템 설계                      = Optimized Route Navigation System Design for Disabled People who Use Electronic Assistive Devices,김지훈(Jihoon Kim),한국HCI학회,2019,"['전동보장구', '경사로', '장애인', '경로 안내', '강화학습']"
합성곱 신경망을 이용한 보행자 머리상해치 예측기법 개발,김현석(Hyeonseok Kim),한국자동차공학회,2019,"['HIC(머리상해치)', 'NCAP(신차평가제도)', 'VRU Safety(보행자 안전)', 'Deep learning(심층 학습)', 'Pre-trained model(사전 학습 모델)']"
RAPTOR 알고리즘을 활용한 교통약자 통행특성기반 대중교통시설규모 산정,나예진,대한교통학회,2019,
이용자 중심 대중교통 가치평가 체계제안과 제주지역 적용 연구                      = Suggestion of user-centered public transportation value evaluation system and applied research in Jeju area,황경수,한국산학기술학회,2019,"['public transport valuation system', 'institutionalization', 'local governments', 'Transportation abbreviation', 'policies for residents']"
교통약자의 교통인프라 개선욕구에 영향을 미치는 요인 분석 - 대구광역시를 사례로 -                      = Analyzing Factors Affecting Transportation Vulnerable’s Improvement Needs of Transportation Infrastructure – A Case Study of Daegu Metropolitan City –,김종진,대한국토·도시계획학회,2019,"['Transportation Vulnerable', 'Transportation Infrastructure', 'Improvement Needs', 'Multinomial Logit Mode', '교통약자', '교통인프라', '개선욕구', '다항로짓모형']"
도심 자율주행서비스 테스트를 통한 자율주행 기술개발 현황 및 5G연계 미디어의 역할,최정단,한국방송·미디어공학회,2019,
교통약자의 사회경제적 특성이 교통수단 개선욕구에 미치는 영향 분석 - 대구광역시를 사례로 -                      = Analysis of Socioeconomic Characteristics Affecting Transportation Handicapped’sImprovement Needs of Travel Mode: A Case Study of Daegu Metropolitan City,윤대식,재단법인 대구경북연구원,2019,"['교통약자', '교통수단', '사회경제적 특성', '개선욕구', '다항로짓모형', 'Transportation Handicapped', 'Travel Mode', 'Socioeconomic Characteristics', 'Improvement Needs', 'Multinomial Logit Model']"
관광자의 수단선택 행위에 관한 연구,Rizwan,대한교통학회,2019,
철도역사에서의 교통약자 이용만족도 향상을 위한 지원시스템 설계                      = Design of Supporting System to Improve the Mobility Handicapped Satisfaction in Railway Station,황 종 규,대한전기학회,2019,"['IMU', 'IOT', 'BLE', 'Mobility handicapped']"
교통약자 지원 로봇용 무선전력전송 시스템의 공진기 구조 연구                      = Study of Resonator Structure of Wireless Power Transfer System Using Support Robots to Help Vulnerable Transportation Structurese,진명성,한국철도학회,2019,"['무선전력전송', '오정렬', '효율', '나선형 코일', 'Wireless power transfer', 'Misalign', 'Efficiency', 'Spiral coil']"
도시부 도로 제한속도 하향 사업 안전성 효과평가                      = Assessing the Safety Effects of Reduction of Speed Limit on Urban Roads,손승오,대한교통학회,2019,"['crash modification factor (CMF)', 'empirical bayes', 'highway safety manual (HSM)', 'observational before-after study', 'safety performance function (SPF)', 'speed limit', '사고수정계수(CMF)', '경험적 베이즈 방법론', '도로안전편람(HSM)', '관측적 사전사후 분석 방법론', '안전성능함수(SPF)', '제한속도 하향']"
증강현실 기반 지하철 역사의 보행안내 시스템                      = Development of Indoor Navigation System based on the Augmented Reality in Subway Station,김원길,한국ITS학회,2019,"['Mobility Service', 'Quick Response Marker Code', 'Augmented Reality(AR)', 'Subway Station', 'Navigation', '모빌리티 서비스', '마커 코드', '증강현실', '지하철 역사', '내비게이션']"
지하철 역사공간 안내 체계 디자인 개발 사례 연구                      = A study on the case about developing of subway station information guidance system,권영재 ( Yeongjae Kweon ),한국공간디자인학회,2019,"['Subway station', 'Information guidance system', 'Universal design', 'In-Chun Subway station', 'Standard design', '지하철 역사공간', '안내 체계', '유니버설디자인', '인천도시철도', '표준디자인']"
지하철 역사에서 실내 내비게이션 서비스를 위한 KAI-R 시스템,이건우,한국ITS학회,2019,"['지하철 역사', '실내 측위', '실내 내비게이션', '위치 기반 서비스', 'Subway station', 'Indoor localization', 'Indoor navigation', 'Location based service']"
철도역사에서의 교통약자 이용만족도 향상을 위한 지원시스템 설계,황종규(Jong-Gyu Hwang),대한전기학회,2019,"['IMU', 'IOT', 'BLE', 'Mobility handicapped']"
항공교통약자 및 지방공항 이용 활성화를 위한 지상탑승교 운영방안,변아름,한국항공경영학회,2019,
(주)에스알의 우수혁신 사례 (2018년 우수 공공기관 사례 발표자료),육남일,한국품질경영학회(The Korean Society for Quality Management),2019,"['고속철도 이용부담 경감', '재난관리평가 최우수', '사회적 가치 실현']"
고속버스용 휠체어 탑승 전용 승강구 개조부 연구                      = A study of express bus entrance system for wheelchair users,이용우,한국산학기술학회,2019,"['Express Bus', 'Finite Element Analysis', 'Sensitivity Analysis', 'Stiffness Analysis', 'Wheelchair User']"
도시철도역 이용수요 추정 및 이동편의시설 규모 예측 비교 분석                      = Comparative Analysis of Estimation of Demand for Urban Railway Stations and Forecast of Transportation Facilities Size Prediction,김황배,대한토목학회,2019,"['Urban railway station', 'Number of users per entrance', 'Transportation facilities size', 'Multiple regression model', '도시철도역', '출입구별 이용자 수', '이동편의시설 규모', '회귀모형']"
교통약자 이동권 관리를 위한 특별교통수단 분산배치 효과에 관한 연구 -남양주시 사례를 중심으로-,박지원,대한교통학회,2019,
‘사람중심’의 교통복지를 위한 정책적 시사점: 스코틀랜드 사례를 중심으로                      = A study on Policy Implications for 'Person-Centered' Transportation Welfare: Focused on the case of Scotland,이현숙,한국웰니스학회,2019,"[""'Person-centered' Transportation Welfare"", 'social model', 'medical model', 'transportation vulnerable people']"
교통약자를 위한 특별교통수단의 운영효율성 평가                      = Evaluation of Operations Efficiency in Special Transportation Services for the Transportation Vulnerable,안성관,한국생산관리학회,2019,"['자료포락분석(DEA)', '효율성', '비모수통계분석', '특별교통수단', '교통약자', 'DEA', 'Efficiency', 'Non-parametric Statistical Analysis', 'Special Transportation Services', 'The Transportation Vulnerable']"
상호인식 교통안전시설물 현장적용에 따른 효과검증 연구                      = A Study on Verification of the effectiveness of Mutually Recognizable Traffic Safety Facilities,김기남,한국산학기술학회,2019,"['Rate of Serious Injury', 'Speed Reduction', 'Talkeye', 'Traffic Safety Facility', 'Visibility']"
초고령시대 부산지역 시내버스의 고령친화적 개선방안                      = Age-friendly Improvement Scheme of Bus to Prepare the Super-aging Age in Busan,윤영삼,부경대학교 인문사회과학연구소,2019,"['Aging', 'Age-friendly', 'Old', 'Elder', 'Bus', 'Busan', '고령화', '고령친화', '고령자', '버스', '부산']"
이용자 관점의 도시철도 서비스 발전 방안,이호(Ho Lee),한국교통연구원(KOTI),2019,
철도역사 교통약자의 이용만족도 향상 방안 연구,황종규(Jong- Gyu Hwang),대한전기학회,2019,
생체신호 분석을 통한 교통약자의 퍼스널 이모빌리티 안전 관리 시스템 설계,류제우(Jewoo Ryu),한국정보과학회,2019,
도시철도역 출입구 유출입 이용자 추정 모형 수립                      = Establishment Model of Entrance and Exit User of Urban Railway Station,김황배,대한토목학회,2019,"['도시철도역', '출입구별 이용자 수', '출입구 너비', '토지이용', '다중회귀모형', 'Urban railway station', 'Number of users per entrance', 'Entrance width', 'Land use', 'Multiple regression model']"
공공데이터를 활용한 노인교통사고 발생유형 분석연구                      = Analysis of Elderly Traffic Accidents Using Public Data,이정원,대한산업경영학회,2019,"['Elderly Traffic Accident', 'Traffic Accident Type', 'Traffic Safty of Elderly', 'Big Data Analysis', 'Big Data Visualization', '노인교통사고', '교통사고유형', '노인교통안전성', '빅데이터분석', '빅데이터시각화']"
교통 취약지역의 접근성 향상을 위한 정책연구                      = A Policy Study for Improving Accessibility in Transportation Vulnerable Areas,기정훈,명지대학교(서울캠퍼스) 정부혁신연구소,2019,"['교통권', '교통취약지역', '교통취약계층', '수요응답형 대중교통', 'Transportation Rights', 'Transportation Vulnerable Areas', 'Transportation Vulnerable Classes', 'Demand Responsive Transit']"
고속버스용 휠체어 탑승 승강장치 구조 해석                      = Structural Analysis of Wheelchair Lift System for Express Buses,이용우,한국자동차공학회,2019,"['Wheelchair lift(휠체어 승강장치)', 'Express bus(고속버스)', 'Transportation abbreviation(교통 약자)', 'Finite element analysis(유한요소 해석)']"
트램 사고유형별 복구매뉴얼 및 복구장치 조사 분석,정승섭(Seung Sub Jung),한국철도학회,2019,"['트램', '사고복구매뉴얼', '사고복구장치', 'TRAM', 'Recovery Manual', 'Recovery Equipment']"
유동인구를 고려한 보행사고 노출률 추정                      = Estimation of Pedestrian Crash Exposure Considering Floating Population,이하식,대한교통학회,2019,"['negative binomial regression', 'pedestrian exposure', 'safety performance function', 'smart card data', 'vehicle-pedestrian crash', '음이항 회귀분석', '보행노출률', '안전성능함수', '교통카드 자료', '보행사고']"
대중교통 내 교통약자와 비교통약자 간의 의사소통 서비스 디자인 제안교통 : 약자 중에서도 임산부를 대상으로                      = A Suggestion of Communication Service between the Mobility Handicapped and Regular passenger in subway For pregnant women among the mobility handicapped,"신예진(Shin,YeJin)",한국디자인리서치학회,2019,"['Interaction', 'Communication', 'Mobile service', 'Mobility handicapped', 'Mobility right', 'Transportation vulnerable']"
교통약자 관점에서 교통시설 신호안내음의 현황조사,송한솔(Hansol Song),한국소음진동공학회,2019,"['The transportation handicapped(교통약자)', 'Transportation Facility(교통시설)', 'Sound signal and announcement(신호안내음)']"
교통약자를 위한 대중교통의 좌석 예약시스템 개발,김영훈(Yeong-Hun Kim),대한전기학회,2019,
고속버스용 가변형 승객 시트 개발 연구,이용우(Yongwoo Lee),한국자동차공학회,2019,"['Express bus(고속버스)', 'Mobility handicapped(교통약자)', 'Sliding seat(슬라이딩 좌석)', 'Finite element method(유한요소법)', 'Strength analysis(강도 해석)']"
지능형 방음터널 개발을 위한 스마트 모빌리티의 핵심 기술 및 디자인 연구                      = A Study on Core Technology and Design of Smart Mobility for Intelligent Sound Proof Tunnel Development,김홍찬,사단법인 한국조형디자인협회(THE KOREA SOCIETY OF ART & DESIGN),2019,"['Smart Mobility', 'Smart City', 'Industrial Design', 'Autonomous Vehicle', '스마트 모빌리티', '스마트 시티', '산업 디자인', '방음터널', '자율주행 자동차']"
LPG 차량에 대한 자동차세 주행분 부과 예비타당성 검토,이기환,한국지방세연구원,2019,"['LPG 차량 규제 폐지', '자동차세 주행분', '예비타당성 검토', '환경정책']"
지원정책으로서의 지방재정지출과 지방세지출 비교우위 판단기준 모색,김필헌,한국지방세연구원,2019,"['조세지출', '지방재정지출', '지방세', '효율성', '비교우위']"
기계학습 알고리즘을 이용한 보행만족도 예측모형 개발                      = Developing a Pedestrian Satisfaction Prediction Model Based on Machine Learning Algorithms,이제승,대한국토·도시계획학회,2019,"['Pedestrian Satisfaction', 'Machine Learning', 'Logistic Regression', 'Random Forest', 'Artificial Neural Network', '보행만족도', '기계학습', '로지스틱 모형', '랜덤 포레스트', '인공신경망']"
배우자 보험살인 범죄 유형분류에 관한 연구,허영록(Young Rok Her),한국심리학회(The Korean Psychological Association),2019,"['배우자 보험살인 범죄', '범죄 프로파일링', '유형분류', '동질성분석(HOMALS)', 'spouse insurance homicide offenses', 'criminal profiling', 'type classification', 'homogeneity analysis(HOMALS)']"
교통약자 MaaS(Mobility as a Service) 플랫폼 개발,나예진,한국ITS학회,2019,
