title,저자,발행기관,발행연도,핵심어
도시철도 역사 환승구간의 유니버설 디자인 기준에 관한 연구                      = A Study on Universal Design Guideline of the Urban Railway Station: Transit Zone,강병근 ( Byoung-keun Kang ),한국의료복지건축학회(구 한국의료복지시설학회)(Korea Institute of Healthcare Architecture),2016,"['도시철도 역사', '유니버설 디자인', '교통약자', 'Urban Railway Station', 'Universal Design', 'the Transportation Poor']"
교통약자의 이동편의를 위한 최적경로 탐색 기법,"문미경(Moon, Mikyeong)",한국측량학회,2016,"['People with Reduced Mobility', 'Optimized Path', 'Walking Barrier Factor', 'AHP', 'Fuzzy Theory', '교통약자', '최적경로', '보행장애요소', '퍼지이론']"
옴니 휠 드라이브를 이용한 1인승 탑승 로봇의 사용성 평가 연구,이근민(K. M. Rhee),한국재활복지공학회,2016,"['Robot', 'Omni Wheel', 'Wheelchair', 'Usabiltiy Test', 'People with Disability']"
시각장애인을 위한 딥러닝기반 심볼인식                      = Deep learning based symbol recognition for the visually impaired,박상헌(Sangheon Park),한국정보전자통신기술학회,2016,"['Convolutional neural network', 'Deep learning', 'Deep neural network', 'Machine learning', 'Symbol recognization']"
지하철 캠페인포스터의 언어경관                      = Linguistic Landscape presented by Subway Campaign Posters in Seoul and Tokyo,"이순형(Lee, Soon Hyeong)",한국일본학회,2015,"['linguistic landscape', 'Messages of the linguistic landscape', 'types of multilingualism', 'uni-lingualism', 'Westernization', 'Internationalization', '언어경관', '전달 내용', '다언어화', '국제화', '장식화', '자국지향화']"
교통약자의 대중교통 편의를 위한 수직ㆍ수평 자동이송 승강기,이건웅(Lee Geon Woong),한국통신학회,2015,
개인형 이동수단의 국내외 산업 및 기술동향,이상훈(SangHun Lee),한국자동차공학회,2015,
공공청사의 합리적 공간계획을 위한 주민의식조사연구                      = Residents Attitude Survey Research for the Rational Planning of Government Office Building,이문규,청운대학교 건설환경연구소,2015,"['government office building', 'spatial Planning', ""survey on residents' perceptions"", '공공청사', '공간계획', '주민의식조사']"
지진해일 대비 대피지구의 방재 체계 문제점에 관한 연구                      = Study about Disaster Prevention System Check-up of Tsunami Vulnerable Areas - Focusing on Consideration of Weak Person of Disaster Based on Ministry of Security and Public Administration Order No 50,"이호숭(Lee, Ho Soong)",한국디지털디자인협의회,2015,"['Urgent shelters', 'Weak person of disaster', 'Evacuation route']"
도시･건축공간의 안전 기준에 대한 성인지적 접근                      = Gender Analysis of the Installation Standards for Safety in Architecture and Urban Space,장미현,이화여자대학교 젠더법학연구소,2015,"['Safety', '성인지적 분석', '시설 기준', '건축공간', 'Urban Space', 'Architecture', 'Installation Standards', 'Gender Analysis', '도시공간', '안전']"
논문 : 시각장애인 점자블록의 규격기준 개선방안 연구                      = Research Paper : A Study on Improvement of Standard Criteria for Tactile Walking Surface Indicators,신동홍 ( Dong Hong Shin ),한국의료복지건축학회(구 한국의료복지시설학회)(Korea Institute of Healthcare Architecture),2015,"['점자블록', '시각장애인', '교통약자', 'Tactile Walking Surface Indicators', 'Blind and Vision-Impaired persons', 'Transportation Poor']"
유니버설 디자인 관점의 도시철도 역사 안내표지 문제점 및 개선방안 연구                      = A Study on Problems and Improvement Plan of Guide Signs at Urban Railway Stations from Universal Design Perspective,임지현 ( Ji Hyun Lim ),한국일러스아트학회(The Society of Korea Illusart),2015,"['안내체계', '도시철도', '유니버설 디자인', 'Signage system', 'urban railway station', 'universal design']"
우리나라 자치경찰 사무배분 및 경찰청 조직개편 방안에 관한 연구                      = A Study on the Function Redistribution of the Korean Autonomous Police System,"이환범(Lee, Hwan-Beom)",한국조직학회,2015,"['국가경찰', '자치경찰', '사무배분', '조직개편', 'National Police', 'Autonomous Police', 'Function Redistribution', 'Reorganization']"
교통 약자를 고려한 위치기반 택시 호출 서비스,황인성(Hwang In Seong),한국지능시스템학회,2015,"['택시 호출', '음성인식', '교통약자']"
생활도로구역 지정 기준 개선방안 연구,조준한,대한교통학회,2015,"['생활도로구역', '구역 지정 기준', 'Zone 30', '지정 배제조건', '지정 필수조건', '지정 선택조건']"
AHP분석을 통한 교통약자의 도로시설 이용특성에 관한 연구                      = A Study on the Road Facilities Use Characteristics of the Transportation Vulnerable by AHP Analysis,김민제,대한교통학회,2015,"['AHP analysis', 'pedestrian', 'road facilities', 'survey', 'vulnerable', 'AHP분석', '보행자', '도로시설', '설문조사', '교통약자']"
경전철 역사를 대체하는 정류장 도입을 위해 필요한 설계지침의 도출 및 적용 사례에 관한 연구,"김주욱(Kim, Joo-Uk)",한국산학기술학회,2015,"['Design Slimness', 'Light Rail Transit', 'LRT Station and LRT Stop', 'Quality Function Deployment', 'Railway Station and Railway Stop']"
교통약자 보행지원시스템 체험형 테스트베드 운영기술 개발 방향,임서현,대한교통학회,2015,
교통약자 자동인식 스마트 보행신호 메커니즘 모델링                      = Modeling a Smart Crosswalk traffic light Mechanism for automatically recognizing the handicapped persons,이현준(Hyeon-Jun Lee),한국정보과학회,2015,
교통약자 보행환경 진단&#x00B7;평가 국내외 현황                      = Current Practice of Walkability Assessment for Seniors and People with Disabilities,김보성,대한교통학회,2015,
중형저상버스 표준모델을 위한 기술조사,장진영(Jinyoung Jang),한국자동차공학회,2015,"['Medium Low Floor Bus(중형저상버스)', 'Standard Model(표준모델)', 'The Mobility Handicapped(교통약자)']"
교통약자용 경로안내 서비스를 위한 네트워크 데이터모델 및 이동지원시설 및 장애시설 아이콘 표준안                      = Standard of network data model and the icon of mobility supporting facilities and the obstructions routing service for transportation vulnerable,이재은(Jaeeun Lee),대한공간정보학회(The Korean Society for Geo-Spatial Information System),2015,
교통약자를 고려한 보도시설 설치기준 개발,김현진,대한교통학회,2015,
논문 : 도시철도 역사 승강장의 유니버설 디자인 기준에 관한 연구                      = A Study on Universal Design Guideline of the Urban Railway Station: Platform,강병근 ( Byoung Keun Kang ),한국의료복지건축학회(구 한국의료복지시설학회)(Korea Institute of Healthcare Architecture),2015,"['도시철도 역사', '유니버설 디자인', '교통약자', 'Urban Railway Station', 'Universal Design', 'the Mobility Impaired']"
교통약자 보행지원 시스템 체험형 테스트베드 운영을 위한 사용성 평가기법 고찰                      = A User Evaluation Method Review of Testbed Operation for Walking Environment Improvement for People With Disabilities,임서현,대한교통학회,2015,
무선통신 기반 임산부 알림 서비스                      = Wireless Communication based Pregnant Woman Alarm Service: Concept and Wireless Communication Technologies,최현경(Hyun-Kyung Choi),한국전자통신학회,2015,"['Pregnant Woman', 'Elderly', 'Vulnerable User', 'Alarm Service', 'Wireless Communication\n임산부', '고령자', '교통 약자', '알림 서비스', '무선 통신']"
