title,저자,발행기관,발행연도,핵심어
교통약자 이동편의지원을 위한 보행공간정보 구축 시스템 개발,"김연웅(KIM, Yeonwoong)",대한교통학회,2018,
한국 장애인 건축물 접근권의 현황과 과제                      = Study on the Right to Access of Building Environment for Persons with Disabilities in Korea,배융호,한국인권학회,2018,"['accessibility', 'right to access', 'accessible building environment', 'Disability', 'Persons with Disabilities', '편의시설', '장애인 접근권', '건축물 접근권', '장애', '장애인']"
고령자 이동편의 증진을 위한 Mobility as a service (MaaS) 검토 및 시사점,나예진,대한교통학회,2018,
장애인을 위한 해상교통환경 구축 방안에 관한 연구                      = A Study on Installation of Maritime Passenger Service Environment for the Disabled Persons,김성국,해양환경안전학회,2018,"['Disabled person', 'Passenger ship', 'Terminal', 'Human rights', 'Maritime passenger service', '장애인', '여객선', '터미널', '인권', '해상여객운송']"
고령사회 주거복지정책의 법적 쟁점과 개선 방안- 국민연금기금의 활용 방안을 중심으로 -                      = Legal Issues and Improvement Plan for Housing Welfare of Aging Society - Focusing on application plan of National Pension Fund -,김영국,숭실대학교 법학연구소(The Institute for Legal Studies Soong Sil University),2018,"['right to housing', 'housing welfare policy', 'the elderly poverty', 'housing poverty', 'National Pension Fund', 'Housing Welfare Special Bond', '주거권', '주거복지정책', '노인빈곤', '주거빈곤', '국민연금기금', '주거복지특별채권']"
구조방정식모형을 활용한 이동지원센터 서비스 이용에 관한 연구                      = A Study on Mobility Support Center Service Using Structural Equation Model,김성회,한국산학기술학회,2018,"['Importance-Performance Analysis', 'Mobility Support Center', 'Special Transportation Vehicle', 'Structural Equation Model', 'Transportation Vulnerable']"
지하철 공공 사인색채의 컬러유니버설디자인 현황 분석                      = Analysis of on Color Universal Design Situation of the Subway Public Sign Color - Focused on the Yokohama Station,한보미(Bomi Han),한국색채학회,2018,"['컬러유니버설디자인', '사인색채', '사인시스템', '사례연구', 'Color Universal Design', 'Sign Color', 'Sign System', 'Case Study']"
교통약자 이동편의지원을 위한 보행공간정보 구축 시스템 개발                      = Walkway Spatial Information Collection Technologies for Disadvantage Pedestrians,김연웅,대한교통학회,2018,
"국민 중심 사회문제 해결을 위한 효과적 정책수단 활용에 관한 연구: 환경·복지·안전 분야를 중심으로                      = Effective utilization of policy tools for resolving social problems: in the policy areas of environment, social welfare, and public safety",김정해 ( Kim Jung Hai ),한국행정연구원,2018,
Barrier-Free 교통수단의 필요성 및 이해,김인순,한국교통연구원(KOTI),2018,
교통약자용 무료 셔틀버스 실내의 물리적 환경 특성 예비연구                      = A Preliminary Study on the Physical Environment Characteristics of Free Shuttle Bus Interior for Vulnerable Pedestrian,정상원,한국실내디자인학회,2018,"['교통약자', '무료셔틀버스', '실내디자인', '물리적 환경 특성', '노인', 'Vulnerable Pedestrian', 'Free Shuttle Bus', 'Interior Design', 'Physical Environment Characteristics', 'Elderly']"
철도역사에서의 교통약자 이동지원 시스템 운용 시나리오,황종규(Jong-Gyu Hwang),한국통신학회,2018,
교통약자 이동편의증진 정책현황,홍현근,한국교통연구원(KOTI),2018,
교통약자 주차구역 안전실태조사,한국소비자원(편집자),한국소비자원,2018,
지하철 장애인 편의시설 안전실태조사,한국소비자원(편집자),한국소비자원,2018,
농촌 주민의 교통서비스 이용 여건과 개선 과제,김용욱,한국농촌경제연구원,2018,
철도교통에서 사회적 약자에 대한 서비스 태도 연구                      = A Study on the Service Attitude toward the Socially Disadvantaged in Railway,김경진,한국유통경영학회,2018,"['철도교통', '사회적 약자', '서비스태도', '무의식적인 목표의식', 'railway transportation', 'the socially disadvantaged', 'service attitude', 'goal priming']"
