title,저자,발행기관,발행연도,핵심어
이중양분선택형 질문법을 이용한 CVM에 의한 지하철 역사 Barrier-free 시설의 가치분석                      = Value Analysis of Barrier-free Facilities at Subway Stations Using CVM with a Double Bounded Dichotomous Choice Question,정헌영,대한교통학회,2008,"['이중양분선택형 질문법', 'CVM(조건부가치측정법)', 'Barrier-free 시설', '지불의사금액', '생존분석', 'Double Bounded Dichotomous Choice Question', 'Contingent Valuation Method', 'Barrier-free Facility', 'Willingness to Pay', 'Survival Analysis', 'Double Bounded Dichotomous Choice Question', 'Contingent Valuation Method', 'Barrier-free Facility', 'Willingness to Pay', 'Survival Analysis']"
교통약자의 통행특성 및 통행패턴에 관한 연구,문창근,대한교통학회,2008,
시각장애인의 여객시설 내부편의시설 이용증진을 위한 무장애 공간 분석                      = 광명역을 중심으로,김동문(Kim Dong Moon),대한공간정보학회(THE KOREAN SOCIETY FOR GEOSPATIAL INFORMATION SYSTEM),2008,"['여객시설', '교통약자', '편의시설', '무장애 공간', '환승시설', '이동권', 'Passenger Facilities', 'Traffic-Vulnerables', 'Convenience Facilities', 'Barrier Free Zone', 'transfer facilities', 'Movability']"
교통약자를 고려한 환승센터 내부시설 배치연구,이정엽,대한교통학회,2008,
신규 ITS 서비스를 위한 전용 u-단말기 설계 및 구현에 관한 연구                      = A Study on the Design and Implementation of the private u-Terminal for the new ITS Service,김정훈,한국ITS학회,2008,"['u-단말기', 'ITS Services', '유비쿼터스', '택시 콜 서비스', '교통약자', '교통안내', '뚜벅이', '전자지불', '전화안내']"
교통약자의 대중교통환경 만족도에 관한 연구                      = The Satisfaction Degree of Public Transportation for the Mobility Handicapped,김민성(Kim Min Seong),대한토목학회,2008,
"재난 제로, 서울을 위한 방재전략 제25호",김윤종,서울시정개발연구원,2008,
실험용 횡단보도에서 교통약자 가로횡단시간 분석                      = An Analysis of the Vulnerable-Pedestrian Crossing Time in Test Crosswalk,김태호 ( Tae Ho Kim ),한국안전학회(The Korean Society of Safety),2008,"['pedestrian`s signal time model', 'pedestrian speed', 'P. I. E. V', 'spare time', 'vulnerable-pedestrian']"
자동차 사고 시 보험자에 대한 피해자의 보험금 직접청구권에 대한 소고 - 자동차손해배상보장법의 대인배상을 중심으로 -                      = A Study of Direct Claim Right to Insurance Money of the Injured Person against an Insurer in case of Automobile Accident - Focused on Personal Damage under the Automobile Accident Compensation Security Act -,김상묵,한국지역발전학회,2008,"['자동차사고', '직접청구권', '대인배상', '책임보험', '자동차손해배상보장법', '상법  automobile accident', 'direct claim right', 'toward personnel', 'reparation', 'liability insurance', 'automobile accident compensation security law', 'commercial law.']"
기상 조건을 고려한 보행 약자의 횡단시간 분석에 관한 연구,장효석,대한교통학회,2008,
어린이보호구역 토지이용 특성에 따른 교통사고 감소효과 분석,정도영,대한교통학회,2008,
교통낙후지역 벽지노선 지역주민 대중교통 통행행태 연구,주재홍,대한교통학회,2008,
고속철도역 환승시설 용량 및 서비스수준 산정 방안                      = Assessment of the New Capacity and LOS of Transfer Facilities in the High-speed Railway Stations,김종해(Kim Jonghae),대한토목학회,2008,"['high-speed railway station', 'transfer facility', 'capacity and LOS', '고속철도역', '환승시설', '용량 및 서비스 수준(LOS)']"
고령자의 통행행태 분석에 관한 연구                      = 대전광역시를 중심으로,"추상호(Choo, Sang-Ho)",한국교통연구원,2008,"['고령자', '통행행태', '통행발생', '가구통행실태조사', '회귀분석모형', 'Elderly', 'Travel Behavior', 'Household Travel Diary Survey', 'Regression Analysis Model']"
교통약자를 위한 저상버스도입의 효과에 대한 연구 : 노년층을 중심으로                      = Analysis of The Low Floored Bus Effect on Elderly People,김지영(Kim Ji Young),대한토목학회,2008,"['low floor bus', 'elderly people', 'boarding and alighting time', 'elderly/disabled transportation', '저상버스', '노년층', '버스승차시간']"
고령보행자의 교통사고와 관련 시설과의 관계,박병호,대한교통학회,2008,
교통약자를 위한 보행환경 개선방안에 관한 연구,김민성,대한교통학회,2008,
연안여객선의 교통약자 이동편의시설 설치지침 개발                      = Development of the Accessibility Guidelines for the Mobility Handicapped Persons in Passenger Ship,김홍태,대한인간공학회,2008,"['Mobility Handicapped', 'Passenger Ship', 'Maritime Safety']"
자치경찰제 확대 및 강화 방안                      = Study on Alternative Solutions for the Amelioration of the Korean Municipal Police System,안영훈 ( Young-hoon Ahn ),한국지방행정연구원,2008,
아산시 버스정보시스템(BIS) 운영과 표준화                      = The operation and standardization of Bus Information Systems in Asan City,김태중,한국ITS학회,2008,
교통약자를 위한 보행시간 산정모형 개발에 관한 기초연구                      = Investigation of Weak Pedestrians' Behaviors for Development of Pedestrian Signal Timing Models,황덕수,한국ITS학회,2007,"['보행 신호시간', '보행속도', '인지-반응시간', '여유시간', '교통약자']"
우리나라 보조공학 서비스 발전을 위한 보조공학 법률 제정 연구,육주혜,한국장애인고용촉진공단 고용개발원,2007,"['보조공학 서비스', '보조공학 법률 제정', '산업재해보상보험법']"
현존여객선의 교통약자 이동편의시설 개선방안 분석                      = The Analysis of the Accessibility Improvement Plan for the Mobility Handicapped Persons in Existing Passenger Ship,이경훈,선박안전기술공단,2007,"['교통약자', '여객선']"
