title,저자,발행기관,발행연도,핵심어
도시공원 서비스의 형평성 평가를 고려한 도시공원 확충방안: 충북 청주시를 대상으로                      = Development of Urban Park Supply Alternatives Considering the Equity Evaluation of Urban Park Service : Focused on Cheongju City,배민기,국토연구원(Korea Research Institute for Human Settlements),2013,"['도시공원 서비스', '형평성', '지리정보체계', '서비스 격차', '네트워크분석', 'Urban Park Service', 'Equity', 'GIS', 'Service Disparity', 'Network Analysis']"
교통약자의 이동성 역량강화와 경찰의 역할                      = Travelling Capability of the Mobility Handicapped and the Role of Police,김종갑,한국융합과학회,2013,"['주요어: 교통약자', '이동편의', '교통수단', '여객시설', '보행환경', 'Key Words : mobility handicapped people', 'travel convenience', 'transport vehicle', 'passenger facilities', 'pedestrian environment']"
차종에 따른 항력특성                      = Wind-Drag Characteristics Based on Vehicle Types,박찬성(Chan Seong Park),한국과학수사학회,2013,"['비접촉 교통사고', '항력', '트랙터-트레일러', 'CFD (Computational Fluid Dynamics)', 'Fluent', 'Non-contact traffic accident', 'Drag force', 'Tractor-trailer', 'CFD (computational Fluid Dynamics)', 'Fluent']"
교통흐름을 고려한 교통약자 우선신호 운영 방안 연구   :                         연동화 가로구간내 횡단보도를 대상으로                                = Study on the priority signal contol for characteristics of  weak pedestrians considering traffic flow - focusing on the crosswalk in coordinated arterial  section,유준일,한국ITS학회,2013,"['교통약자', '감응식 신호', '교통약자 우선신호', '횡단보도', '보행자 횡단 시간']"
Barrier Free 보행안전시설 계획,남두희,한국인터넷방송통신학회,2013,"['Transportation Vulnerable', 'Accessible Pedestrian Signal', 'APS', 'RFID', 'Barrier Free']"
ICT 기반 복지교통 증진을 위한 교통물류분야 추진전략 구상                      = Strategies for Enhancing Welfare Mobility using Information & Communication Technology,김태형,한국ITS학회,2013,"['Welfare Mobility', 'Information & Communication Technology', 'Demand Responsive Transportation', 'Intelligent Speed Adaptation', 'Mobility Handicapped']"
휠체어 사용자를 위한 열차 탑승 장치 설계와 용접 조건,이철구(Chul Ku Lee),한국생산제조학회,2013,"['The mobility handicapped(교통약자)', 'Small buses(소형버스)', 'Wheelchair(휠체어)', 'Ramp(램프)', 'Cylinder(실린더)']"
IT 융합 기반 도로교통안전 지킴이 로봇 개발,김동욱(D. O. Kim),한국재활복지공학회,2013,
교통 약자를 위한 4륜 전동 스쿠터 프레임의 구조해석,김창수(Chang Su Kim),한국자동차공학회,2013,"['Electric Scooter(전동스쿠터)', 'Frame(프레임)', 'Bending(굽힘)', 'Torsion(비틀림)', 'Superimposed load(적재 하중)', 'Modal(진동)', 'Structural Analysis(구조해석)']"
교통약자의 행동특성과 이동편의시설 설치요소를 통한 여객시설 디자인방법에 관한 연구                      = Barrier Free Design Methods applied in Passenger Terminals based on Characteristics of Transportation Poor & Barrier Free Elements - Focused on the Gunsan International Coastal Passenger Boat Terminal -,"박병민(Park, Byung Min)",한국실내디자인학회,2013,"['교통약자', '배리어프리 디자인', '유니버설 디자인', '여객시설', '여객선터미널', 'Transportation Poor', 'Barrier-Free Design', 'Universal Design', 'Passenger Terminal']"
창원도시철도 중심의 지속가능한 교통정책 방향모색과 시사점,송기욱,경남발전연구원,2013,
초등 사회과 교육과정에 나타난 다문화교육과 글로벌교육 내용 비교 분석                      = The Comparison and Analysis between Multicultural and Global Education in the Elementary Social Studies Curriculum,"양성실(Yang, Seong Sil)",글로벌교육연구학회,2013,"['다문화교육', '글로벌교육', '세계화', '다원화', '사회과교육과정', 'multicultural education', 'global education', 'globalization', 'diversification', 'social studies curriculum']"
Willingness to Pay for the Investment in Facilities for the Transportation Disadvantaged,이충기,한국교통연구원,2013,"['교통약자', '유니버설 디자인', '무장애', '조건부 가치 측정법', '지불의사액', 'the Transportation Disadvantaged', 'Universal Design', 'Barrier-free', 'Contingent Valuation', 'Willingness to Pay']"
