title,저자,발행기관,발행연도,핵심어
군집분석을 통한 서울시의 무장애 버스정류장 입지선정,김세형,한국품질경영학회(The Korean Society for Quality Management),2022,"['무장애 버스정류장', '군집분석', 'k-means', '입지선정']"
On-demand 자율주행 서비스를 위한 세종시 대중교통 음영지역에 대한 분석,이대국(Lee Dae Kug),한국통신학회,2022,
스마트 교통신호등 시스템 구현                      = Implementation of Smart Traffic Light System,이동은,한국지식정보기술학회,2022,"['Bluetooth low energy', 'Beacon', 'Smart traffic lights', 'Mobile application', 'Server']"
시각적 교통약자를 위한 길안내 데이터 모델 구축에 관한 연구                      = A Study on Configuration of the Road Guide Data Model for Visually Impaired Pedestrian,박성호,한국측량학회,2022,"['Visually impaired', 'Traffic-impaired', 'Road guide', 'Network', 'Walking', '시각장애인', '교통약자', '길안내', '네트워크', '보행']"
한강 자전거도로의 노면 표시에 관한 연구 : 유도선(Color Lane)을 중심으로                      = A Study on Road Markings on the Han River Bike Path: Focused on he Color Lane,김상식(Kim Sang Sik),휴먼이미지디자인학회,2022,"['자전거도로 교차점 및 분기점', '노면 유도선', '이용자 안전', '사인정보', 'Bicycle road intersection and junction', 'Road-surface guide lines', 'User Safety', 'Sign Information']"
교통약자 포용형 배리어프리 스마트시티 조성,정성숙,한국지역정보개발원,2022,
국민의 편안한 일상을 책임지는 교통물류서비스,장원재,한국교통연구원(KOTI),2022,
[교통 관련 보도자료 중계] 보도자료를 통해 본 주요 교통 뉴스,김동준,한국교통연구원(KOTI),2022,
서울시 장애인 콜택시 대기시간 영향요인 분석,손종훈,한국도로학회,2022,"['교통약자', '특별교통수단', '생존분석', '대기시간']"
교통 소비자의 위험 인식이 무인역 서비스 불안에 미치는 영향                      = The Effects of Traffic Consumers Perception of Risk on Service Anxiety of Unmanned Train Stations,"최보겸(Choi, Bo Gyeom)",한국상품학회,2022,"['무인역', '위험 특성', '서비스 불안', 'unmanned station', 'risk characteristic', 'service anxiety']"
GIS를 활용한 노인 및 어린이 교통사고 다발지역과  노인 및 어린이 보호구역  지정에 대한 적합성 검증 : 서울특별시를 중심으로                      = Conformance Verification on designation of Senior and Children Protection Zone Using GIS : Focusing on Seoul,신지희,한국셉테드학회,2022,"['Elderly Traffic Accidents', 'Senior Protection Zone', 'Child Traffic Accidents', 'Children Protection Zone', 'Transportation Vulnerable', 'Prevention of Traffic Accidents', 'Geographic Information System(GIS)', '노인 교통사고', '노인 보호구역', '어린이 교통사고', '어린이 보호구역', '교통약자', '교통사고 예방', '지리정보시스템(GIS)']"
Mobile Edge Computing(MEC) 기반 V2P Application 제안 교통약자 보호구역을 중심으로,방수정(Bang Soo Jeong),한국통신학회,2021,
마이데이터 생태계 구축을 위한 플랫폼 모델 설계                      = Designing a Platform Model for Building MyData Ecosystem,강남규 ( Nam-gyu Kang ),한국인터넷정보학회,2021,"['마이데이터', '마이데이터 플랫폼', '플랫폼 서비스', '동의', '선별공유', '데이터 영수증', 'API 게이트웨이', 'MyData', 'MyData Platform', 'Platform Service', 'Consent', 'Selectively Sharing', 'Data Receipt', 'API Gateway']"
GPS 사용 불가 환경에서 C-V2x Mode 3 내 Group Leader 선정으로 Mode 4 User 의 측위 오차 보정 방안,김기형(Kihyoung Kim),한국통신학회,2021,
자료포락분석을 이용한 시내버스 노선 효율성 분석: 수원시를 중심으로                      = The Analysis of Efficiency for the City Bus Route Operation using DEA : Focused on Suwon City,김숙희,대한교통학회,2021,"['city bus routes', 'data envelopment analysis (DEA)', 'decision making unit (DMU)', 'intercity express', 'route efficiency', 'Suwon city bus', '시내버스 노선', '자료포락분석(DEA)', '의사결정단위(DMU)', '직행좌석형 버스', '노선 효율성', '수원 시내버스']"
보행보조기기 사용자를 위한 2축 회전 자기안정화 휴대물품 장치의 개발,이진(Jin Rhee),한국정보통신학회,2021,"['Self-stabilization', 'gimbal', 'rotation axis', 'mobility assistance']"
점자블록 인식 인공지능을 활용한 경로 유도 모듈 개발,진보라(Jin Bo Ra),한국통신학회,2021,
교통약자 이동지원 모빌리티 기술개발 추진 전략,박경아,대한교통학회,2021,
